//EXTRASUNNY
//Midnight
96 150 184  30 166 217  47 187 196  -1  0  116  0 102 255  0 0 0  -1  -1  -1  -1  1.2  1500  50  35 9 10  26 30 36  43 48 54 154  2.69  0.3  0.71  4.94  107 133 138  0 0 0  0.34  1  0.78  0.83  1  1.19  15.75  182.64  19.88  256  0  0  1  3.51  3.57  1.84  0  0  1.389  0.302 0.399 0.496  0.812 0.906 1  0.752 0.673 0.525  0.361 0.31 0.31  1  4.976  0.162  -1  -1  0.436 0.435 0.435  0.603  0.998  0.265  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.675  0.124  0.89  1.265  0.666 0.666 0.666  0.063  0.886 0.799 0.799  0.624  6.9  0.32  0.18  0.029  24.962 25 26  0.114  1.057  -1  -1  0  0  1000  -1  -1  0  0  3.498  0.75  1  1  1  0.8  2  1  1
//5AM
128 153 186  93 153 199  83 252 252  -1  0  100  23 126 251  41 39 39  -1  -1  -1  -1  1.2  1500  54  35 9 10  26 30 36  45 45 45 168  2.28  0.25  0.69  1.23  103 130 134  0 0 0  0.51  1  0.85  0.83  1  1.35  15.79  174.12  16.93  256  0.03  0  2.5  3.69  3.85  2.75  2  1  1.08  0.373 0.471 0.573  0.82 0.839 0.922  0.792 0.71 0.553  0.459 0.4 0.353  1  4.5  0.168  -1  -1  0.443 0.443 0.443  0.569  1.044  0.26  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.631  0.124  0.892  1.265  0.686 0.686 0.686  0.075  0.894 0.792 0.792  0.55  9.697  0.484  0.165  0.024  24 25 26  0.095  0.882  -1  -1  0  0  1000  -1  -1  0.141  0.428  1  1  1  1  1  0.733  2  1  1
//6AM
160 209 254  53 123 239  255 242 230  -1  0  21  139 251 232  249 237 237  -1  -1  -1  -1  1  1500  73.97  113 115 113  106 105 102  56 30 3 239  0.24  0.01  0.6  1.55  86 116 117  0 0 0  0.65  1  0.71  0.82  1  1.17  16.01  131.49  2.19  254.89  0.17  71  7.79  1.69  3.25  5.35  12.5  9  0.379  0.73 0.839 0.944  0.867 0.514 0.52  1 0.894 0.698  0.958 0.844 0.57  1  2.202  0.2  -1  -1  0.478 0.478 0.478  0.401  1.276  0.238  0.132  -1 0.757  8  0.667  1.7  -1  0.09  0.408  0.124  0.901  1.265  0.794 0.793 0.793  0.138  0.945 0.761 0.761  0.177  23.683  0.006  0.674  0  24.029 25 26  0.002  0.005  -1  -1  0  0  1000  -1  -1  0.216  1  1.061  1.1  1  1  1  0.9  2  1  1
//7AM
166 212 255  42 119 250  237 164 95  -1  0  24  140 255 236  255 255 255  -1  -1  -1  -1  1  1500  73.03  119 120 120  105 105 105  10 6 2 239  0.14  0  0.61  2.88  120 105 84  0 0 0  0.66  1  0.71  0.82  1  1.18  15.99  127.95  1.46  255.92  0.17  77  17  4  4.5  12.75  13  10  0.4  0.741 0.847 0.949  0.871 0.486 0.486  1 0.894 0.698  1 0.882 0.588  1  1.86  0.203  -1  -1  0.478 0.478 0.478  0.396  1.296  0.252  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.953 0.761 0.761  0.164  25  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.225  1  1.05  1  1  1  1  0.6  2  1  1
//9AM
184 229 252  255 167 122  252 252 235  -1  0  0  82 154 217  255 255 255  -1  -1  -1  -1  1  1500  100  58 72 40  199 230 196  6 14 18 240  0.14  0.16  0.62  4.3  130 120 98  0 0 0  0.63  1  0.6  0.51  1  0.9  16  128  1.53  256  0.1  217  17  4.75  5  19.25  13  10  0.36  0.396 0.592 0.788  0.451 0.675 0.902  0.451 0.675 0.902  0 0.749 1  1  16.66  0.155  -1  -1  0.29 0.29 0.29  0.102  1.066  0  0.132  -1 0  8  0.667  1.7  -1  0.354  0.354  0.5  0.4  0.435  0.102 0.102 0.102  1.265  0.659 0.655 0.655  0  1.7  0  0.685  0  24 25 26  0  0  -1  -1  0  0.296  1000  -1  -1  0.2  1  1  0.8  1  1  1  0.7  2  1  1
//Midday
138 167 255  255 216 117  227 172 100  -1  0  0  3 154 255  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  7 22 23 125  0.19  0  0.61  2.88  115 122 113  0 0 0  0.7  1  0.92  0.82  1  0.96  16  128  1.46  256  0.11  77  14.75  6.25  8.5  11.5  13  10  0.46  0.412 0.584 0.78  0.871 0.486 0.486  1 0.894 0.698  0.361 0.31 0.31  1  1.298  0.37  -1  -1  0.29 0.282 0.282  0.102  1.243  0  0.132  -1 0.757  8  0.667  1.7  -1  0.354  0.4  0.124  0.425  1.265  0 0 0  0.14  0.941 0.631 0.49  0.164  5  0  0.685  0  24 25 26  0  0  -1  -1  0.032  0  130.75  -1  -1  0  1  1  0.8  1  1  1  0.75  2  1  1
//6PM
163 224 255  255 167 122  252 252 235  -1  0  0  82 154 217  255 255 255  -1  -1  -1  -1  1  1500  100  58 72 40  199 230 196  6 14 18 240  0.14  0.16  0.62  4.3  130 120 98  0 0 0  0.63  1  0.6  0.51  1  0.9  16  128  1.53  256  0.1  217  17  4.75  5  13  13  10  0.36  0.396 0.592 0.788  0.451 0.675 0.902  0.451 0.675 0.902  0 0.749 1  1  16.66  0.155  -1  -1  0.29 0.29 0.29  0.102  1.066  0  0.132  -1 0  8  0.667  1.7  -1  0.354  0.354  0.5  0.4  0.435  0.102 0.102 0.102  1.265  0.659 0.655 0.655  0  1.7  0  0.685  0  24 25 26  0  0  -1  -1  0  0.296  1000  -1  -1  0.2  1  1  1  1  1  1  0.7  2  1  1
//7PM
166 224 255  255 225 0  255 189 158  -1  0  24  255 140 140  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  15 15 15 239  0.14  0.43  0.63  2.43  138 108 69  0 0 0  0.75  1  0.72  0.82  1  1.18  16  128  1.46  256  0.17  77  13  5.5  4.5  11.25  13  10  0.4  0.729 0.922 1  0.871 0.635 0.486  1 0.894 0.698  1 0.882 0.588  1  4.32  0.495  -1  -1  0.49 0.447 0.447  0.396  1.296  0.252  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.949 0.863 0.761  0.164  8  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.225  1  1.05  1  1  1  1  0.6  2  1  1
//8PM
166 224 255  255 225 0  255 189 158  -1  0  24  255 140 140  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  28 28 28 239  0.14  0.43  0.63  2.43  138 108 69  0 0 0  0.75  1  0.72  0.82  1  1.18  16  128  1.46  256  0.17  77  13  5.5  4.5  11.25  13  10  0.4  0.729 0.922 1  0.871 0.635 0.486  1 0.894 0.698  1 0.882 0.588  1  4.32  0.788  -1  -1  0.49 0.447 0.447  0.396  1.296  0.252  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.949 0.863 0.761  0.164  8  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.225  1  1.05  1  1  1  1  0.7  2  1  1
//9PM
166 224 255  255 225 0  255 189 158  -1  0  24  255 140 140  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  20 20 20 239  0.58  0.43  0.63  2.43  138 108 69  0 0 0  0.75  1  0.72  0.82  1  1.18  16  128  3.66  256  0.17  77  6.5  2.25  2.25  4  13  10  0.4  0.545 0.553 0.69  0.871 0.635 0.486  1 0.894 0.698  1 0.882 0.588  1  4.32  0.788  -1  -1  0.49 0.447 0.447  0.396  1.296  0.252  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.071 0.071 0.071  0.14  0.949 0.863 0.761  0.164  8  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.225  1  1.05  0.8  1  1  1  0.7  2  1  1
//10PM
96 150 184  30 166 217  42 169 177  -1  0  116  0 102 255  0 0 0  -1  -1  -1  -1  1.2  1500  50.77  35 9 10  26 30 36  43 48 54 154  2.66  0.31  0.71  4.92  107 133 138  0 0 0  0.34  1  0.76  0.83  1  1.24  15.67  181.86  19.86  255.19  0  0  2.75  3.51  3.57  1.84  0  0  1.382  0.302 0.399 0.496  0.812 0.906 1  0.752 0.673 0.525  0.361 0.31 0.31  1  4.976  0.162  -1  -1  0.436 0.435 0.435  0.603  0.998  0.265  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.675  0.124  0.89  1.265  0.666 0.666 0.666  0.063  0.886 0.799 0.799  0.624  6.9  0.32  0.18  0.029  24.962 25 26  0.114  1.057  -1  -1  0  0  1000  -1  -1  0.126  0.314  3.498  0.75  1  1  1  0.8  2  1  1

//SUNNY
//Midnight
155 179 88  144 148 180  59 206 255  -1  0  0  13 13 13  0 0 0  -1  -1  -1  -1  1  1500  50  35 9 10  26 30 36  0 42 59 150  1.67  0.1  0.98  1.2  128 128 128  5 5 5  0.65  10  0.73  0.7  2.49  1.35  15  348.75  20.23  256  0  0  2  0.8  0.6  3.05  0  0  0.643  0.22 0.22 0.22  1 0.561 0.059  0 0 0  0.361 0.31 0.31  1  11.205  0  -1  -1  0.31 0.306 0.306  0.368  0.998  1.07  0.132  -1 0.757  8  0.667  1.7  -1  0.088  1.513  0.124  0.89  1.265  0.259 0.259 0.259  0.14  0.953 0.761 0.761  0.164  8  0.359  0.174  0.256  0 0 0  0  4  -1  -1  0  0  1000  -1  -1  0  0.25  3.825  0.8  1  1  1  0.9  2  1  1
//5AM
141 163 182  144 148 180  59 206 255  -1  0  0  13 13 13  0 0 0  -1  -1  -1  -1  1  1500  50  35 9 10  26 30 36  45 55 55 150  2.4  0.63  0.7  4.45  128 128 128  0 0 0  0.65  1  0.77  0.62  1  1.2  15  348.75  19.88  256  0  0  2  3.92  3.93  3.05  0  0  0.643  0.22 0.22 0.22  1 0.561 0.059  0 0 0  0.361 0.31 0.31  1  11.205  0  -1  -1  0.31 0.306 0.306  0.368  0.998  1.07  0.132  -1 0.757  8  0.667  1.7  -1  0.088  1.513  0.124  0.89  1.265  0.259 0.259 0.259  0.14  0.412 0.318 0.318  0.164  8  0.359  0.174  0.256  0 0 0  0  4  -1  -1  0  0  1000  -1  -1  0.1  0.25  2.775  0.8  1  1  1  0.9  2  1  1
//6AM
141 159 152  247 218 108  255 148 8  -1  0  22  191 200 160  250 0 0  -1  -1  -1  -1  1  1500  100  58 72 40  179 148 88  0 40 60 240  0.93  0  0.46  1.84  101 130 109  0 0 0  0.43  1  0.75  1  1  1.18  16  128  9.93  234.82  0.2  0  8.41  7.21  7.8  11  7.25  2  0.46  0.722 0.859 1  0.812 0.906 1  1 0.894 0.698  0.361 0.31 0.31  1  6.613  0.215  -1  -1  0.478 0.478 0.478  0.368  0.998  0  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.953 0.761 0.761  0.164  25  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.15  1  1  1.4  1  1  1  0.8  2  1  1
//7AM
255 227 166  250 136 42  255 148 41  -1  0  24  255 140 140  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  20 20 20 239  0.14  0  0.61  2.88  122 110 94  0 0 0  0.66  1  0.71  0.82  1  1.18  16  128  1.46  256  0.17  77  20.75  4  4.5  12.75  13  10  0.4  0.678 0.839 1  0.384 0.812 0.871  1 0.894 0.698  1 0.882 0.588  1  1.86  0.203  -1  -1  0.478 0.478 0.478  0.396  1.296  0.252  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.953 0.761 0.761  0.164  25  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.225  1  1.05  1  1  1  1  0  2  1  1
//9AM
